Sno,Date,Time,State/UnionTerritory,ConfirmedIndianNational,ConfirmedForeignNational,Cured,Deaths,Confirmed,Population,Removed,Susceptibles,Total_beds,Total_Available_Beds,Lockdown_Flag
161,2020-03-15,6:00 PM,Uttar Pradesh,12.0,1.0,4,0,13,199812341,4,199812324,134570.0,134557.0,0
176,2020-03-16,6:00 PM,Uttar Pradesh,12.0,1.0,4,0,13,199812341,4,199812324,134570.0,134557.0,0
191,2020-03-17,6:00 PM,Uttar Pradesh,14.0,1.0,5,0,15,199812341,5,199812321,134570.0,134555.0,0
207,2020-03-18,6:00 PM,Uttar Pradesh,15.0,1.0,5,0,16,199812341,5,199812320,134570.0,134554.0,0
226,2020-03-19,6:00 PM,Uttar Pradesh,18.0,1.0,9,0,19,199812341,9,199812313,134570.0,134551.0,0
246,2020-03-20,6:00 PM,Uttar Pradesh,22.0,1.0,9,0,23,199812341,9,199812309,134570.0,134547.0,0
268,2020-03-21,6:00 PM,Uttar Pradesh,23.0,1.0,9,0,24,199812341,9,199812308,134570.0,134546.0,0
291,2020-03-22,6:00 PM,Uttar Pradesh,26.0,1.0,9,0,27,199812341,9,199812305,134570.0,134543.0,0
314,2020-03-23,6:00 PM,Uttar Pradesh,30.0,1.0,9,0,31,199812341,9,199812301,134570.0,134539.0,0
338,2020-03-24,6:00 PM,Uttar Pradesh,32.0,1.0,11,0,33,199812341,11,199812297,134570.0,134537.0,0
363,2020-03-25,6:00 PM,Uttar Pradesh,36.0,1.0,11,0,37,199812341,11,199812293,134570.0,134533.0,1
391,2020-03-26,6:00 PM,Uttar Pradesh,40.0,1.0,11,0,41,199812341,11,199812289,134570.0,134529.0,1
418,2020-03-27,10:00 AM,Uttar Pradesh,40.0,1.0,11,0,41,199812341,11,199812289,134570.0,134529.0,1
445,2020-03-28,6:00 PM,Uttar Pradesh,54.0,1.0,11,0,55,199812341,11,199812275,134570.0,134515.0,1
472,2020-03-29,7:30 PM,Uttar Pradesh,,,11,0,65,199812341,11,199812265,134570.0,134505.0,1
499,2020-03-30,9:30 PM,Uttar Pradesh,,,11,0,82,199812341,11,199812248,134570.0,134488.0,1
527,2020-03-31,8:30 PM,Uttar Pradesh,,,14,0,101,199812341,14,199812226,134570.0,134469.0,1
557,2020-04-01,7:30 PM,Uttar Pradesh,,,14,2,103,199812341,16,199812222,134570.0,134467.0,1
586,2020-04-02,6:00 PM,Uttar Pradesh,,,14,2,113,199812341,16,199812212,134570.0,134457.0,1
616,2020-04-03,6:00 PM,Uttar Pradesh,,,14,2,172,199812341,16,199812153,134570.0,134398.0,1
647,2020-04-04,6:00 PM,Uttar Pradesh,,,19,2,174,199812341,21,199812146,134570.0,134396.0,1
677,2020-04-05,6:00 PM,Uttar Pradesh,,,19,2,227,199812341,21,199812093,134570.0,134343.0,1
162,2020-03-15,6:00 PM,Uttarakhand,1.0,0.0,0,0,1,10086292,0,10086291,15172.0,15171.0,0
177,2020-03-16,6:00 PM,Uttarakhand,1.0,0.0,0,0,1,10086292,0,10086291,15172.0,15171.0,0
192,2020-03-17,6:00 PM,Uttarakhand,1.0,0.0,0,0,1,10086292,0,10086291,15172.0,15171.0,0
208,2020-03-18,6:00 PM,Uttarakhand,1.0,0.0,0,0,1,10086292,0,10086291,15172.0,15171.0,0
227,2020-03-19,6:00 PM,Uttarakhand,1.0,0.0,0,0,1,10086292,0,10086291,15172.0,15171.0,0
247,2020-03-20,6:00 PM,Uttarakhand,3.0,0.0,0,0,3,10086292,0,10086289,15172.0,15169.0,0
269,2020-03-21,6:00 PM,Uttarakhand,3.0,0.0,0,0,3,10086292,0,10086289,15172.0,15169.0,0
292,2020-03-22,6:00 PM,Uttarakhand,3.0,0.0,0,0,3,10086292,0,10086289,15172.0,15169.0,0
315,2020-03-23,6:00 PM,Uttarakhand,3.0,0.0,0,0,3,10086292,0,10086289,15172.0,15169.0,0
339,2020-03-24,6:00 PM,Uttarakhand,3.0,1.0,0,0,4,10086292,0,10086288,15172.0,15168.0,0
364,2020-03-25,6:00 PM,Uttarakhand,3.0,1.0,0,0,4,10086292,0,10086288,15172.0,15168.0,1
390,2020-03-26,6:00 PM,Uttarakhand,4.0,1.0,0,0,5,10086292,0,10086287,15172.0,15167.0,1
417,2020-03-27,10:00 AM,Uttarakhand,4.0,1.0,0,0,5,10086292,0,10086287,15172.0,15167.0,1
444,2020-03-28,6:00 PM,Uttarakhand,4.0,1.0,0,0,5,10086292,0,10086287,15172.0,15167.0,1
471,2020-03-29,7:30 PM,Uttarakhand,,,2,0,7,10086292,2,10086283,15172.0,15165.0,1
498,2020-03-30,9:30 PM,Uttarakhand,,,2,0,7,10086292,2,10086283,15172.0,15165.0,1
526,2020-03-31,8:30 PM,Uttarakhand,,,2,0,7,10086292,2,10086283,15172.0,15165.0,1
556,2020-04-01,7:30 PM,Uttarakhand,,,2,0,7,10086292,2,10086283,15172.0,15165.0,1
585,2020-04-02,6:00 PM,Uttarakhand,,,2,0,7,10086292,2,10086283,15172.0,15165.0,1
615,2020-04-03,6:00 PM,Uttarakhand,,,2,0,10,10086292,2,10086280,15172.0,15162.0,1
646,2020-04-04,6:00 PM,Uttarakhand,,,2,0,16,10086292,2,10086274,15172.0,15156.0,1
676,2020-04-05,6:00 PM,Uttarakhand,,,2,0,22,10086292,2,10086268,15172.0,15150.0,1
209,2020-03-18,6:00 PM,West Bengal,1.0,0.0,0,0,1,91276115,0,91276114,,,0
228,2020-03-19,6:00 PM,West Bengal,1.0,0.0,0,0,1,91276115,0,91276114,,,0
248,2020-03-20,6:00 PM,West Bengal,2.0,0.0,0,0,2,91276115,0,91276113,,,0
270,2020-03-21,6:00 PM,West Bengal,3.0,0.0,0,0,3,91276115,0,91276112,,,0
293,2020-03-22,6:00 PM,West Bengal,4.0,0.0,0,0,4,91276115,0,91276111,,,0
316,2020-03-23,6:00 PM,West Bengal,7.0,0.0,0,0,7,91276115,0,91276108,,,0
340,2020-03-24,6:00 PM,West Bengal,9.0,0.0,0,1,9,91276115,1,91276105,,,0
365,2020-03-25,6:00 PM,West Bengal,9.0,0.0,0,1,9,91276115,1,91276105,,,1
392,2020-03-26,6:00 PM,West Bengal,10.0,0.0,0,1,10,91276115,1,91276104,,,1
419,2020-03-27,10:00 AM,West Bengal,10.0,0.0,0,1,10,91276115,1,91276104,,,1
446,2020-03-28,6:00 PM,West Bengal,15.0,0.0,0,1,15,91276115,1,91276099,,,1
473,2020-03-29,7:30 PM,West Bengal,,,0,1,18,91276115,1,91276096,,,1
500,2020-03-30,9:30 PM,West Bengal,,,0,1,22,91276115,1,91276092,,,1
528,2020-03-31,8:30 PM,West Bengal,,,0,2,26,91276115,2,91276087,,,1
558,2020-04-01,7:30 PM,West Bengal,,,6,3,37,91276115,9,91276069,,,1
587,2020-04-02,6:00 PM,West Bengal,,,6,3,53,91276115,9,91276053,,,1
617,2020-04-03,6:00 PM,West Bengal,,,3,3,63,91276115,6,91276046,,,1
648,2020-04-04,6:00 PM,West Bengal,,,3,3,69,91276115,6,91276040,,,1
678,2020-04-05,6:00 PM,West Bengal,,,10,3,80,91276115,13,91276022,,,1
